"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.playerid","Input.displayname","Input.link","Answer.Q1Url","Approve","Reject"
"3OCZWXS7ZO7Y68A4SN4BOV5VUU85LM","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:07 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:07 GMT 2014","","","3LPW2N6LKT34BIVSR41E32XYF7HU5D","A233ONYNWKDIYF","Submitted","Fri Jul 25 06:59:53 GMT 2014","Fri Jul 25 07:00:04 GMT 2014","Sun Aug 24 00:00:04 PDT 2014","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","TARTLA01","Levern Tart","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Levern+Tart+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Levern_Tart"
"3WA2XVDZEMHGJ60QGKRC36TBHSI6EG","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:36 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:36 GMT 2014","","","3C6FJU71TQU2D65C266BEZVRACJYUV","A3UWM3KJYEL5XU","Submitted","Fri Jul 25 06:43:04 GMT 2014","Fri Jul 25 06:47:25 GMT 2014","Sat Aug 23 23:47:25 PDT 2014","","","","261","0% (0/0)","0% (0/0)","0% (0/0)","FLOYDSL01","Sleepy Floyd","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Sleepy+Floyd+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Sleepy_Floyd"
"3XDJY5RK5SLJTFTYNWD2AQV07P4U4Y","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:13 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:13 GMT 2014","","","3GU1KF0O4I2T8T45BSTXWIARHMBPBD","A1GGOZPHYU0OC0","Submitted","Fri Jul 25 07:06:31 GMT 2014","Fri Jul 25 07:06:49 GMT 2014","Sun Aug 24 00:06:49 PDT 2014","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","MARTISL01","Slater Martin","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Slater+Martin+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/John_%22Hot_Rod%22_Williams"
"36GJS3V78VQQRFBO6YBPCDJSGEHJGG","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:36 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:36 GMT 2014","","","3DL65MZB8DG8L77LGE9HDQH5L09ECO","A233ONYNWKDIYF","Submitted","Fri Jul 25 06:59:10 GMT 2014","Fri Jul 25 06:59:15 GMT 2014","Sat Aug 23 23:59:15 PDT 2014","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","FORDCH01","Chris Ford","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Chris+Ford+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Chris_Ford"
"3ZUE82NE0A1VTYJA4A8G52A2ZOMF8S","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:07 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:07 GMT 2014","","","3NKQQ8O39Y6ZFVAL6AJX1ELQSOGDU5","A1GGOZPHYU0OC0","Submitted","Fri Jul 25 07:09:55 GMT 2014","Fri Jul 25 07:10:04 GMT 2014","Sun Aug 24 00:10:04 PDT 2014","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","TAYLOBR01","Brian Taylor","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Brian+Taylor+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Brian_Taylor_(basketball)"
"3M67TQBQQHO0BCLCYMS2RXUMMERA9Z","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:13 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:13 GMT 2014","","","32EYX73OY0ATG5TQOBEH632U7P6RUO","A1FDIHWP9E11K8","Submitted","Fri Jul 25 07:04:32 GMT 2014","Fri Jul 25 07:04:45 GMT 2014","Sun Aug 24 00:04:45 PDT 2014","","","","13","100% (140/140)","0% (0/0)","0% (0/0)","MASONAN01","Anthony Mason","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Anthony+Mason+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Anthony_Mason_(basketball)"
"3PMR2DOWOO12803JMV5U2E3K88C54S","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:07 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:07 GMT 2014","","","34X6J5FLPTZKQO3WZXL3UBJEUN6JQJ","A1GGOZPHYU0OC0","Submitted","Fri Jul 25 06:59:16 GMT 2014","Fri Jul 25 06:59:29 GMT 2014","Sat Aug 23 23:59:29 PDT 2014","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","TAYLOFA01","Fatty Taylor","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Fatty+Taylor+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Roland_Taylor"
"33QQ60S6ASI2URBX4VQ0YN5NQDQ0UQ","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:17 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:17 GMT 2014","","","3GU1KF0O4I2T8T45BSTXWIARHMABPY","A3UWM3KJYEL5XU","Submitted","Fri Jul 25 06:39:23 GMT 2014","Fri Jul 25 06:43:48 GMT 2014","Sat Aug 23 23:43:48 PDT 2014","","","","265","0% (0/0)","0% (0/0)","0% (0/0)","ABDULKA01","Kareem Abdul-jabbar","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Kareem+Abdul-jabbar+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Kareem_Abdul-Jabbar"
"3BS6ERDL937BR0MQKPGSXOBQHGH6DN","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:36 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:36 GMT 2014","","","3P1L2B7AD1QN02EGN55CLL16JBTOLI","A1GGOZPHYU0OC0","Submitted","Fri Jul 25 06:59:44 GMT 2014","Fri Jul 25 07:00:09 GMT 2014","Sun Aug 24 00:00:09 PDT 2014","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","FORDDO01","Don Ford","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Don+Ford+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Don_Ford"
"3BVS8WK9Q0VY5NJ78UYBZ1DVNMZIBL","373P3486EFN8FD8J71OWHCITDE48CF","Find Wikipedia Page for a Basketball Player","Given name of basketball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.03","Fri Jul 25 06:28:13 GMT 2014","1","BatchId:1616097;","300","2592000","Fri Aug 01 06:28:13 GMT 2014","","","3FIJLY1B6U5JLAGLGUFTF81CWK3PFV","A1FDIHWP9E11K8","Submitted","Fri Jul 25 07:07:43 GMT 2014","Fri Jul 25 07:07:55 GMT 2014","Sun Aug 24 00:07:55 PDT 2014","","","","12","100% (140/140)","0% (0/0)","0% (0/0)","MASSETO01","Tony Massenburg","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Tony+Massenburg+ basketball&fulltext=Search","http://en.wikipedia.org/wiki/Tony_Massenburg"
