"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.playerid","Input.displayname","Input.link","Answer.Q1Url","Approve","Reject"
"3W5PY7V3UP7QD6WO04XVJDQWLA3YJP","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:31 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:31 GMT 2014","","","3IAS3U3I0FHXGM3Z9UIL052Y6CLB2E","AAQ4Q3ULMAF5H","Submitted","Fri Jul 25 07:41:17 GMT 2014","Fri Jul 25 07:42:53 GMT 2014","Sun Aug 24 00:42:53 PDT 2014","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","seleaa01","Aaron Sele Aaron Helmer","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Aaron+Sele+Aaron Helmer baseball&fulltext=Search","http://en.wikipedia.org/wiki/Aaron_Sele"
"3AJA9FLWSCYOI4VNDWK7IR4G2KOFIX","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:28 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:28 GMT 2014","","","3GNA64GUZE5CJPOBAVH9T109CMD5QL","A1GGOZPHYU0OC0","Submitted","Fri Jul 25 07:40:44 GMT 2014","Fri Jul 25 07:41:02 GMT 2014","Sun Aug 24 00:41:02 PDT 2014","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","alomasa02","Sandy Alomar Santos","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Sandy+Alomar+Santos baseball&fulltext=Search","http://en.wikipedia.org/wiki/Sandy_Alomar,_Jr."
"3DW3BNF1GHIKPV504PDKNODONI88V7","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:39 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:39 GMT 2014","","","3A0EX8ZRN8PNH7W62FPG9933LRCBYR","A1AA8K11MNMZPA","Submitted","Fri Jul 25 06:06:12 GMT 2014","Fri Jul 25 06:06:46 GMT 2014","Sat Aug 23 23:06:46 PDT 2014","","","","34","100% (42/42)","100% (42/42)","100% (42/42)","holtzke01","Ken Holtzman Kenneth Dale","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Ken+Holtzman+Kenneth Dale baseball&fulltext=Search","http://en.wikipedia.org/wiki/Ken_Holtzman"
"3VIVIU06FKCUOEN4ZJOKDHOPZL1MIC","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:52 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:52 GMT 2014","","","3SKEMFQBZ369V49IVO4F9ZYRF6M8KY","A1GGOZPHYU0OC0","Submitted","Fri Jul 25 07:42:53 GMT 2014","Fri Jul 25 07:43:38 GMT 2014","Sun Aug 24 00:43:38 PDT 2014","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","decindo01","Doug DeCinces Douglas Vernon","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Doug+DeCinces+Douglas Vernon baseball&fulltext=Search","http://en.wikipedia.org/wiki/Doug_DeCinces"
"3SD15I2WD2UD98KTR0AGKFPEQ3P36J","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:31 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:31 GMT 2014","","","3RXCAC0YIRQ4TIDZ5XJ0B76Y8PYG8W","AHP3TKMY58D8Z","Approved","Fri Jul 25 04:31:28 GMT 2014","Fri Jul 25 04:31:37 GMT 2014","Sat Aug 23 21:31:37 PDT 2014","Thu Jul 24 21:37:12 PDT 2014","","","9","100% (76/76)","100% (76/76)","100% (76/76)","bumbral01","Al Bumbry Alonza Benjamin","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Al+Bumbry+Alonza Benjamin baseball&fulltext=Search","http://en.wikipedia.org/wiki/Al_Bumbry"
"3VDI8GSXAFT17YF5FUEYNNAE03KG8Q","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:28 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:28 GMT 2014","","","3GM6G9ZBKNYNJC19JYSQF8MIIOUMTY","AHP3TKMY58D8Z","Approved","Fri Jul 25 04:22:42 GMT 2014","Fri Jul 25 04:22:50 GMT 2014","Sat Aug 23 21:22:50 PDT 2014","Thu Jul 24 21:25:03 PDT 2014","","","8","100% (76/76)","100% (76/76)","100% (76/76)","koufasa01","Sandy Koufax Sanford","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Sandy+Koufax+Sanford baseball&fulltext=Search","http://en.wikipedia.org/wiki/Sandy_Koufax"
"3B9J25CZ25D696E9R6OKENP0E5YCSB","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:39 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:39 GMT 2014","","","3H8DHMCCW9CLCZ59CWFVVRCSQXCDK2","A3EYWJCIO1MG9W","Approved","Fri Jul 25 04:31:49 GMT 2014","Fri Jul 25 04:32:07 GMT 2014","Sat Aug 23 21:32:07 PDT 2014","Thu Jul 24 21:38:34 PDT 2014","","","18","100% (58/58)","100% (58/58)","100% (58/58)","mcmulke01","Ken McMullen Kenneth Lee","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Ken+McMullen+Kenneth Lee baseball&fulltext=Search","http://en.wikipedia.org/wiki/Ken_McMullen_(baseball)"
"3QREJ3J433X1ORV7ZA8HQKODRKZLKJ","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:52 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:52 GMT 2014","","","3HWRJOOET53OSOWHD0ZHSVLN73WSEX","A1GGOZPHYU0OC0","Submitted","Fri Jul 25 07:34:37 GMT 2014","Fri Jul 25 07:34:50 GMT 2014","Sun Aug 24 00:34:50 PDT 2014","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","drabedo01","Doug Drabek Douglas Dean","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Doug+Drabek+Douglas Dean baseball&fulltext=Search","http://en.wikipedia.org/wiki/Doug_Drabek"
"3MZ3TAMYTLNLLU0W4RK1ZGIZ58ZIRV","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:28 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:28 GMT 2014","","","3JRJSWSMQHMK87B2NLYGKNDBFNRE3L","A1AA8K11MNMZPA","Approved","Fri Jul 25 04:41:44 GMT 2014","Fri Jul 25 04:42:55 GMT 2014","Sat Aug 23 21:42:55 PDT 2014","Thu Jul 24 22:44:34 PDT 2014","","","71","100% (42/42)","100% (42/42)","100% (42/42)","paigesa01","Satchel Paige Leroy Robert","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Satchel+Paige+Leroy Robert baseball&fulltext=Search","http://en.wikipedia.org/wiki/Satchel_Paige"
"3R15W654VDTNZUT2CFSEM60MQQRQLG","36NY760EF6B34BA7HKX5FB40F7BB3I","Find Wikipedia Page for a Baseball Player","Given name of baseball player, you must give me the url from Wikipedia","data collection, restaurants, listings","$0.02","Fri Jul 25 04:18:39 GMT 2014","1","BatchId:1616043;","300","2592000","Fri Aug 01 04:18:39 GMT 2014","","","3QY5DC2MXRLWDFOHXGENPEOB41WFUI","A1GGOZPHYU0OC0","Submitted","Fri Jul 25 07:38:35 GMT 2014","Fri Jul 25 07:38:50 GMT 2014","Sun Aug 24 00:38:50 PDT 2014","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","singlke01","Ken Singleton Kenneth Wayne","http://en.wikipedia.org/w/index.php?title=Special%3ASearch&profile=default&search=Ken+Singleton+Kenneth Wayne baseball&fulltext=Search","http://en.wikipedia.org/wiki/Ken_Singleton"
