NA	Baseball_Digest	2001
NA	Baseball_Digest	2002
NA	Baseball_Digest	2003
NA	Baseball_Digest	2004
NA	Baseball_Digest	2005
NA	Baseball_Digest	2006
NA	Baseball_Digest	2007
NA	Baseball_Digest	2008
NA	Baseball_Digest	2009
NA	Baseball_Digest	2010
NA	Baseball_Digest	2011
NA	Baseball_Digest	2012
NA	Baseball_Digest	2013
NA	Joe_Falls	2001
NA	Joe_Falls	2002
NA	Joe_Falls	2003
NA	Joe_Falls	2004
NA	Joe_Falls	2005
NA	Joe_Falls	2006
NA	Joe_Falls	2007
NA	Joe_Falls	2008
NA	Joe_Falls	2009
NA	Joe_Falls	2010
NA	Joe_Falls	2011
NA	Joe_Falls	2012
NA	Joe_Falls	2013
NA	H._G._Salsinger	2001
NA	H._G._Salsinger	2002
NA	H._G._Salsinger	2003
NA	H._G._Salsinger	2004
NA	H._G._Salsinger	2005
NA	H._G._Salsinger	2006
NA	H._G._Salsinger	2007
NA	H._G._Salsinger	2008
NA	H._G._Salsinger	2009
NA	H._G._Salsinger	2010
NA	H._G._Salsinger	2011
NA	H._G._Salsinger	2012
NA	H._G._Salsinger	2013
NA	Frank_Graham_(writer)	2001
NA	Frank_Graham_(writer)	2002
NA	Frank_Graham_(writer)	2003
NA	Frank_Graham_(writer)	2004
NA	Frank_Graham_(writer)	2005
NA	Frank_Graham_(writer)	2006
NA	Frank_Graham_(writer)	2007
NA	Frank_Graham_(writer)	2008
NA	Frank_Graham_(writer)	2009
NA	Frank_Graham_(writer)	2010
NA	Frank_Graham_(writer)	2011
NA	Frank_Graham_(writer)	2012
NA	Frank_Graham_(writer)	2013
NA	Gordon_Cobbledick	2001
NA	Gordon_Cobbledick	2002
NA	Gordon_Cobbledick	2003
NA	Gordon_Cobbledick	2004
NA	Gordon_Cobbledick	2005
NA	Gordon_Cobbledick	2006
NA	Gordon_Cobbledick	2007
NA	Gordon_Cobbledick	2008
NA	Gordon_Cobbledick	2009
NA	Gordon_Cobbledick	2010
NA	Gordon_Cobbledick	2011
NA	Gordon_Cobbledick	2012
NA	Gordon_Cobbledick	2013
NA	Dick_Gordon_(sports_writer)	2001
NA	Dick_Gordon_(sports_writer)	2002
NA	Dick_Gordon_(sports_writer)	2003
NA	Dick_Gordon_(sports_writer)	2004
NA	Dick_Gordon_(sports_writer)	2005
NA	Dick_Gordon_(sports_writer)	2006
NA	Dick_Gordon_(sports_writer)	2007
NA	Dick_Gordon_(sports_writer)	2008
NA	Dick_Gordon_(sports_writer)	2009
NA	Dick_Gordon_(sports_writer)	2010
NA	Dick_Gordon_(sports_writer)	2011
NA	Dick_Gordon_(sports_writer)	2012
NA	Dick_Gordon_(sports_writer)	2013
NA	30%E2%80%9330_club	2001
NA	30%E2%80%9330_club	2002
NA	30%E2%80%9330_club	2003
NA	30%E2%80%9330_club	2004
NA	30%E2%80%9330_club	2005
NA	30%E2%80%9330_club	2006
NA	30%E2%80%9330_club	2007
NA	30%E2%80%9330_club	2008
NA	30%E2%80%9330_club	2009
NA	30%E2%80%9330_club	2010
NA	30%E2%80%9330_club	2011
NA	30%E2%80%9330_club	2012
NA	30%E2%80%9330_club	2013
NA	In-between_hop	2001
NA	In-between_hop	2002
NA	In-between_hop	2003
NA	In-between_hop	2004
NA	In-between_hop	2005
NA	In-between_hop	2006
NA	In-between_hop	2007
NA	In-between_hop	2008
NA	In-between_hop	2009
NA	In-between_hop	2010
NA	In-between_hop	2011
NA	In-between_hop	2012
NA	In-between_hop	2013
NA	Lyall_Smith	2001
NA	Lyall_Smith	2002
NA	Lyall_Smith	2003
NA	Lyall_Smith	2004
NA	Lyall_Smith	2005
NA	Lyall_Smith	2006
NA	Lyall_Smith	2007
NA	Lyall_Smith	2008
NA	Lyall_Smith	2009
NA	Lyall_Smith	2010
NA	Lyall_Smith	2011
NA	Lyall_Smith	2012
NA	Lyall_Smith	2013
NA	50_home_run_club	2001
NA	50_home_run_club	2002
NA	50_home_run_club	2003
NA	50_home_run_club	2004
NA	50_home_run_club	2005
NA	50_home_run_club	2006
NA	50_home_run_club	2007
NA	50_home_run_club	2008
NA	50_home_run_club	2009
NA	50_home_run_club	2010
NA	50_home_run_club	2011
NA	50_home_run_club	2012
NA	50_home_run_club	2013
NA	Smoky_Burgess	2001
NA	Smoky_Burgess	2002
NA	Smoky_Burgess	2003
NA	Smoky_Burgess	2004
NA	Smoky_Burgess	2005
NA	Smoky_Burgess	2006
NA	Smoky_Burgess	2007
NA	Smoky_Burgess	2008
NA	Smoky_Burgess	2009
* [http://books.google.com/books?id=ztidaaaambaj&pg=pa59&lpg=pa59&dq=vic+davalillo+baseball+digest&source=bl&ots=c37nplqurr&sig=myelndf4_yxlq7_bazfzr8o37py&hl=en&ei=n_bbsu71bsbv8aayzex-ca&sa=x&oi=book_result&ct=result&resnum=4#v=onepage&q=vic%20davalillo%20baseball%20digest&f=false smoky burgess baseball digest article december 1963]	Smoky_Burgess	2009
NA	Smoky_Burgess	2010
born in [[caroleen, north carolina|caroleen]], [[north carolina]], burgess was signed as an amateur [[free agent]] by the [[chicago cubs]] in [[1944 chicago cubs season|1944]].<ref name=smoky burgess trades and transactions at baseball almanac>[http://www.baseball-almanac.com/players/trades.php?p=burgesm01 smoky burgess trades and transactions at baseball almanac]</ref> in 1947, he led the [[tri-state league]] with a .387 [[batting average]].<ref>[http://www.baseball-reference.com/minors/leader.cgi?type=bat&id=14341 1947 tri-state league batting leaders at baseball reference]</ref> he followed that by leading the [[southern association]] with a .386 average in 1948.<ref>[http://www.baseball-reference.com/minors/leader.cgi?type=bat&id=14022 1948 southern association batting leaders at baseball reference]</ref> he broke into the majors in [[1949 chicago cubs season|1949]] with the cubs.<ref name=smoky burgess at baseball reference/> in october [[1951 chicago cubs season|1951]], he was traded to the cincinnati reds, who promptly traded him to the philadelphia phillies for catcher [[andy seminick]] before the start of the [[1952 philadelphia phillies season|1952]] season.<ref name=smoky burgess trades and transactions at baseball almanac/> with the phillies, he [[platoon system|platooned]] alongside the right-hand hitting [[stan lopata]].<ref name=''catcher with the highest average''>[http://books.google.com/books?id=ztidaaaambaj&pg=pa59&dq=smoky+burgess+baseball+digest&cd=2#v=onepage&q=smoky%20burgess%20baseball%20digest&f=false ''catcher with the highest average'', by ed rumill, baseball digest, december 1963, vol. 10, issn 0005-609x]</ref> he had his best season in [[1954 philadelphia phillies season|1954]], when he had a .368 batting average in 108 games for the phillies, earning his first [[1954 major league baseball all-star game|all-star game]] selection.<ref name=smoky burgess at baseball reference/><ref>[http://www.baseball-reference.com/boxes/als/als195407130.shtml 1954 all-star game at baseball reference]</ref>	Smoky_Burgess	2010
at the beginning of the [[1955 cincinnati reds season|1955]] season, he was once again traded for [[andy seminick]] and returned to cincinnati, where he finally got the chance to play every day.<ref name=smoky burgess trades and transactions at baseball almanac/><ref name=''catcher with the highest average''/> he rose to the occasion, hitting for a .306 [[batting average]] for the rest of the season along with 20 [[home run]]s and 77 [[runs batted in]], gaining his second consecutive berth on the national league [[1955 major league baseball all-star game|all-star]] team.<ref name=smoky burgess at baseball reference/><ref>[http://www.baseball-reference.com/boxes/nls/nls195507120.shtml 1955 all-star game at baseball reference]</ref> on july 29, [[1955 cincinnati reds season|1955]], burgess hit three home runs and had nine runs batted in during a game against the pittsburgh pirates.<ref>[http://www.baseball-reference.com/boxes/cin/cin195507290.shtml july 29, 1955 pirates-reds box score at baseball reference]</ref> burgess began the [[1956 cincinnati reds season|1956]] season as the reds' starting catcher, but when the team faltered early in the season, reds [[manager (baseball)|manager]] [[birdie tebbetts]] decided to shake things up and replaced burgess in favor of a younger [[ed bailey]].<ref name=''bailey- next catching great?''>[http://books.google.com/books?id=tswdaaaambaj&pg=pa49&dq=ed+bailey+baseball+digest&hl=en&ei=9yautpite4gklwfxxpxada&sa=x&oi=book_result&ct=result&resnum=1&ved=0ccgq6aewaa#v=onepage&q=ed%20bailey%20baseball%20digest&f=false ''bailey- next catching great?'', by bob pile, baseball digest, august 1956, vol. 15, no. 7, issn 0005-609x]</ref>	Smoky_Burgess	2010
over his career, burgess played in 1691 [[games played|games]] hitting for a .295 career [[batting average]] with 126 [[home run]]s, 673 [[runs batted in|rbi]] and a .362 [[on base percentage]]. he accumulated 1318 career [[hit (baseball)|hits]] with 230 [[double (baseball)|doubles]] and 33 [[triple (baseball)|triples]].<ref name=smoky burgess at baseball reference/> his .295 career batting average ranked him 10th among major league catchers as of 2006.<ref>[http://members.tripod.com/bb_catchers/catchers/careerld.htm career batting leaders for catchers at encyclopedia of baseball]</ref> a six-time [[major league baseball all-star game|all-star]], burgess led national league catchers in [[fielding percentage]] three times, in [[1953 philadelphia phillies season|1953]], [[1960 pittsburgh pirates season|1960]] and [[1961 pittsburgh pirates season|1961]].<ref>[http://books.google.com/books?id=lssdaaaambaj&pg=pa86&dq=july+2001+fielding+leaders+baseball+digest&cd=4#v=onepage&q=july%202001%20fielding%20leaders%20baseball%20digest&f=false baseball digest, july 2001, p.86, vol. 60, no. 7, issn 0005-609x]</ref> his major league record of 145 career pinch hits was broken by [[manny mota]] in {{by|1979}}. along with [[curt simmons]], he was the last player to formally retire who had played in the major leagues in the 1940s (not counting [[minnie mioso]], who un-retired twice).	Smoky_Burgess	2010
* [http://books.google.com/books?id=my4daaaambaj&pg=pa41&dq=smoky+burgess+baseball+digest&cd=3#v=onepage&q=smoky%20burgess%20baseball%20digest&f=false ''catcher with a belly'', by frank yeutter, baseball digest, may 1953]	Smoky_Burgess	2010
* [http://books.google.com/books?id=ztidaaaambaj&pg=pa59&dq=smoky+burgess+baseball+digest&cd=2#v=onepage&q=smoky%20burgess%20baseball%20digest&f=false ''catcher with the highest average'', by ed rumill, baseball digest, december 1963]	Smoky_Burgess	2010
* [http://books.google.com/books?id=xdidaaaambaj&pg=pa65&dq=smoky+burgess+baseball+digest&cd=1#v=onepage&q=smoky%20burgess%20baseball%20digest&f=false ''the buddha with the clutch touch'', by francis stan, baseball digest, july 1966]	Smoky_Burgess	2010
NA	Smoky_Burgess	2011
born in [[caroleen, north carolina|caroleen]], [[north carolina]], burgess was signed as an amateur [[free agent]] by the [[chicago cubs]] in [[1944 chicago cubs season|1944]].<ref name=smoky burgess trades and transactions at baseball almanac>[http://www.baseball-almanac.com/players/trades.php?p=burgesm01 smoky burgess trades and transactions at baseball almanac]</ref> in 1947, he led the [[tri-state league]] with a .387 [[batting average]].<ref>[http://www.baseball-reference.com/minors/leader.cgi?type=bat&id=14341 1947 tri-state league batting leaders at baseball reference]</ref> he followed that by leading the [[southern association]] with a .386 average in 1948.<ref>[http://www.baseball-reference.com/minors/leader.cgi?type=bat&id=14022 1948 southern association batting leaders at baseball reference]</ref> he broke into the majors in [[1949 chicago cubs season|1949]] with the cubs.<ref name=smoky burgess at baseball reference/> in october [[1951 chicago cubs season|1951]], he was traded to the cincinnati reds, who promptly traded him to the philadelphia phillies for catcher [[andy seminick]] before the start of the [[1952 philadelphia phillies season|1952]] season.<ref name=smoky burgess trades and transactions at baseball almanac/> with the phillies, he [[platoon system|platooned]] alongside the right-hand hitting [[stan lopata]].<ref name=''catcher with the highest average''>[http://books.google.com/books?id=ztidaaaambaj&pg=pa59&dq=smoky+burgess+baseball+digest&cd=2#v=onepage&q=smoky%20burgess%20baseball%20digest&f=false ''catcher with the highest average'', by ed rumill, baseball digest, december 1963, vol. 10, issn 0005-609x]</ref> he had his best season in [[1954 philadelphia phillies season|1954]], when he had a .368 batting average in 108 games for the phillies, earning his first [[1954 major league baseball all-star game|all-star game]] selection.<ref name=smoky burgess at baseball reference/><ref>[http://www.baseball-reference.com/boxes/als/als195407130.shtml 1954 all-star game at baseball reference]</ref>	Smoky_Burgess	2011
